LAT,LON,YEAR,MO,DY,T2M_RANGE,T2MWET,T2M_MAX,T2M_MIN,T2M,PRECTOT,QV2M,RH2M
15.55131,32.53211,2012,10,15,13.66,13.9,39.4,25.74,32.1,0,10.61,34.01
15.55131,32.53211,2012,10,16,15.18,14.1,38.98,23.81,31.71,0,10.68,34.98
15.55131,32.53211,2012,10,17,13.89,12.24,39.4,25.51,31.68,0,9.62,31.57
15.55131,32.53211,2012,10,18,16.39,11.09,39.09,22.69,31.26,0,8.73,29.34
15.55131,32.53211,2012,10,19,14.62,9.9,39.22,24.61,32.04,0,8.19,26.32
15.55131,32.53211,2012,10,20,14.01,9.06,40.11,26.1,32.66,0,7.65,23.76
15.55131,32.53211,2012,10,21,16.1,9.29,40.5,24.4,32.11,0,7.7,24.62
15.55131,32.53211,2012,10,22,13.12,9.91,39.72,26.6,32.63,0,7.97,24.8
15.55131,32.53211,2012,10,23,13.06,6.29,38.6,25.54,31.34,0,6.26,21
15.55131,32.53211,2012,10,24,15.74,-0.25,37.89,22.15,29.32,0,3.9,14.72
15.55131,32.53211,2012,10,25,15.27,-1.69,36.59,21.32,28.22,0,3.46,13.92
15.55131,32.53211,2012,10,26,17.15,0.05,36.78,19.63,27.63,0,3.97,16.52
15.55131,32.53211,2012,10,27,16.39,4.61,37.9,21.5,29.48,0.02,5.81,21.66
15.55131,32.53211,2012,10,28,12.48,11.71,38.37,25.89,31.49,0,9.15,30.37
15.55131,32.53211,2012,10,29,15.22,7.2,38.27,23.06,30.09,0,6.71,24.14
15.55131,32.53211,2012,10,30,15.88,1.93,37.77,21.89,29.05,0,4.58,17.53
15.55131,32.53211,2012,10,31,17.78,1.1,38.11,20.33,28.72,0,4.3,16.79
15.55131,32.53211,2012,11,1,17.15,6.99,38.59,21.43,30.31,0.02,6.78,24.12
15.55131,32.53211,2012,11,2,12.5,8.14,38.57,26.07,31.61,0.03,7.1,23.42
15.55131,32.53211,2012,11,3,15.69,7.91,38.89,23.2,31.15,0.16,6.99,23.69
15.55131,32.53211,2012,11,4,12.72,14.72,37.93,25.21,31.77,0.07,11.29,36.84
15.55131,32.53211,2012,11,5,7.59,10.32,35.19,27.6,31.2,0.06,8.41,28.42
15.55131,32.53211,2012,11,6,14.2,3.5,37.89,23.69,30.2,0.15,5.18,18.59
15.55131,32.53211,2012,11,7,14.43,4.87,36.44,22.01,28.55,0,5.61,22.14
15.55131,32.53211,2012,11,8,14.52,6.44,35.61,21.08,27.87,0,6.27,25.69
15.55131,32.53211,2012,11,9,13.75,6.41,35.55,21.79,28.06,0,6.26,25.36
15.55131,32.53211,2012,11,10,13.6,6.52,35.49,21.89,27.99,0,6.3,25.65
15.55131,32.53211,2012,11,11,14.49,7.63,36.09,21.6,28.33,0,6.8,27.17
15.55131,32.53211,2012,11,12,14.4,8.91,36.04,21.64,28.41,0,7.5,29.83
15.55131,32.53211,2012,11,13,14.78,3.98,35.23,20.45,27.1,0,5.32,22.86
15.55131,32.53211,2012,11,14,16.7,0.29,35,18.3,25.72,0,4.06,18.91
15.55131,32.53211,2012,11,15,18.21,-1.79,35.28,17.07,25.33,0,3.44,16.43
15.55131,32.53211,2012,11,16,19.21,-1.47,36.03,16.81,25.72,0,3.52,16.44
15.55131,32.53211,2012,11,17,18.73,0.07,37.56,18.83,27.57,0,3.96,16.55
15.55131,32.53211,2012,11,18,17.67,0.28,37.89,20.22,28.24,0,4.02,16.14
15.55131,32.53211,2012,11,19,16.36,-1.54,36.2,19.84,27,0,3.5,15.12
15.55131,32.53211,2012,11,20,17.51,-2.88,34.87,17.36,25.27,0,3.19,15.31
15.55131,32.53211,2012,11,21,18.14,1.67,35.06,16.92,25.46,0,4.57,21.61
15.55131,32.53211,2012,11,22,17.82,3.22,35.62,17.8,26.23,0,5.03,22.71
15.55131,32.53211,2012,11,23,15.66,4.98,35.45,19.78,26.94,0,5.68,24.61
15.55131,32.53211,2012,11,24,16.09,0,33.6,17.51,24.76,0,3.95,19.5
15.55131,32.53211,2012,11,25,16.68,-0.37,32.79,16.11,23.67,0,3.82,20.18
15.55131,32.53211,2012,11,26,16.16,1.79,32.09,15.93,23.3,0,4.49,24.21
15.55131,32.53211,2012,11,27,16.47,1.33,31.69,15.22,22.95,0,4.33,23.89
15.55131,32.53211,2012,11,28,14.51,0.48,29.6,15.08,21.65,0,4.09,24.39
15.55131,32.53211,2012,11,29,16.91,-0.52,30.44,13.53,21.26,0,3.78,23.12
15.55131,32.53211,2012,11,30,19.21,1.08,33.41,14.2,23.16,0,4.27,23.25
15.55131,32.53211,2012,12,1,18.72,0.77,34.53,15.82,24.5,0,4.23,21.2
15.55131,32.53211,2012,12,2,18.32,2.44,34.85,16.53,25.05,0,4.78,23.19
15.55131,32.53211,2012,12,3,15.99,9.22,34.13,18.14,25.73,0,7.62,35.42
15.55131,32.53211,2012,12,4,16.06,8.26,34.65,18.59,26.3,0,7.3,32.74
15.55131,32.53211,2012,12,5,14.4,9.86,34.47,20.07,26.7,0,8.01,35.13
15.55131,32.53211,2012,12,6,15.69,5.05,35.24,19.55,26.57,0,5.68,25.15
15.55131,32.53211,2012,12,7,17.14,4.77,35.46,18.32,26.2,0,5.63,25.49
15.55131,32.53211,2012,12,8,16.5,4.19,34.89,18.38,25.82,0,5.38,24.92
15.55131,32.53211,2012,12,9,17.29,6,34.62,17.34,25.39,0,6.1,28.96
15.55131,32.53211,2012,12,10,16.01,8.76,34.72,18.71,26.24,0,7.4,33.37
15.55131,32.53211,2012,12,11,14.78,3.76,33.58,18.8,25.49,0,5.25,24.82
15.55131,32.53211,2012,12,12,16.51,7.7,34.61,18.1,25.67,0,7.26,33.9
15.55131,32.53211,2012,12,13,14.69,5.68,33.3,18.61,25.12,0,6.05,29.22
15.55131,32.53211,2012,12,14,16.35,3.55,32.25,15.9,23.48,0,5.33,28.42
15.55131,32.53211,2012,12,15,16.75,1.93,31.77,15.02,22.85,0,4.66,25.83
15.55131,32.53211,2012,12,16,14.82,0.89,28.88,14.06,20.78,0,4.2,26.46
15.55131,32.53211,2012,12,17,18.05,1.93,30.59,12.53,20.86,0,4.56,28.49
15.55131,32.53211,2012,12,18,16.56,2.47,30.38,13.82,21.43,0,4.73,28.61
15.55131,32.53211,2012,12,19,16.59,1.08,30.91,14.32,21.82,0,4.32,25.48
15.55131,32.53211,2012,12,20,16.01,-2.09,30.41,14.4,21.64,0,3.41,20.33
15.55131,32.53211,2012,12,21,15.31,-3.53,28.82,13.51,20.53,0,2.99,19.1
15.55131,32.53211,2012,12,22,15.38,-2.83,27.98,12.6,19.63,0,3.15,21.34
15.55131,32.53211,2012,12,23,18.19,-1.91,30.59,12.4,20.64,0,3.41,21.66
15.55131,32.53211,2012,12,24,15.12,-4.61,28.7,13.58,20.41,0,2.71,17.53
15.55131,32.53211,2012,12,25,13.22,-2.77,25.61,12.39,17.84,0,3.18,24.17
15.55131,32.53211,2012,12,26,16.75,-0.52,26.66,9.91,17.48,0,3.8,29.47
15.55131,32.53211,2012,12,27,17.6,1.39,28.3,10.7,18.84,0,4.4,31.25
15.55131,32.53211,2012,12,28,18.08,-1.08,29.52,11.44,19.74,0,3.62,24.34
15.55131,32.53211,2012,12,29,17.42,-0.6,29.38,11.96,19.8,0,3.78,25.29
15.55131,32.53211,2012,12,30,17.48,-1.2,29.22,11.74,19.64,0,3.59,24.29
15.55131,32.53211,2012,12,31,17.75,-1.46,29.08,11.33,19.44,0,3.52,24.1
15.55131,32.53211,2013,1,1,19.04,1.71,30.93,11.88,20.86,0,4.48,28.1
15.55131,32.53211,2013,1,2,17.5,5.5,32.37,14.87,22.99,0,5.88,32.35
15.55131,32.53211,2013,1,3,17.7,7.09,33.72,16.02,24.1,0,6.66,34.27
15.55131,32.53211,2013,1,4,17.68,-0.25,32.37,14.69,22.6,0,3.95,22.27
15.55131,32.53211,2013,1,5,18.13,-3.96,31.34,13.21,21.26,0,2.88,17.62
15.55131,32.53211,2013,1,6,16.6,-2.1,30.13,13.53,20.9,0,3.34,20.92
15.55131,32.53211,2013,1,7,13.87,-0.91,27.19,13.32,19.45,0,3.66,25.1
15.55131,32.53211,2013,1,8,15.27,-1.22,27.32,12.04,18.87,0,3.57,25.39
15.55131,32.53211,2013,1,9,14.55,-4.54,25.29,10.75,17.33,0,2.73,21.43
15.55131,32.53211,2013,1,10,14.82,-0.41,25.38,10.56,17.21,0,3.82,30.15
15.55131,32.53211,2013,1,11,16.93,-2.33,26.07,9.14,16.87,0,3.32,26.82
15.55131,32.53211,2013,1,12,18.93,0.81,28.83,9.91,18.94,0,4.37,30.87
15.55131,32.53211,2013,1,13,17.21,-1.53,29.1,11.9,19.88,0,3.52,23.42
15.55131,32.53211,2013,1,14,17.75,2.9,30.65,12.9,21.1,0,5.02,30.96
15.55131,32.53211,2013,1,15,18.84,5.05,32.55,13.7,22.38,0,5.78,32.91
15.55131,32.53211,2013,1,16,19.9,7.11,34.22,14.32,23.79,0,6.76,35.31
15.55131,32.53211,2013,1,17,17.98,9.73,34.41,16.42,24.93,0,7.91,38.57
15.55131,32.53211,2013,1,18,17.3,8.88,35.16,17.86,25.62,0,7.46,34.88
15.55131,32.53211,2013,1,19,18.82,6.78,36.14,17.32,26.28,0,6.43,28.96
15.55131,32.53211,2013,1,20,16.41,8.55,36.84,20.42,27.87,0,7.41,30.42
15.55131,32.53211,2013,1,21,16.45,8.51,36.39,19.94,27.49,0,7.5,31.47
15.55131,32.53211,2013,1,22,16.38,7.61,36.34,19.96,27.36,0,7.07,29.92
15.55131,32.53211,2013,1,23,17.17,10.11,36.18,19.01,27.16,0,8.24,35.23
15.55131,32.53211,2013,1,24,15.92,11.45,35.23,19.31,26.61,0,9.01,39.68
15.55131,32.53211,2013,1,25,16.17,10.38,35.84,19.67,27.22,0,8.38,35.61
15.55131,32.53211,2013,1,26,17.89,4.4,37.32,19.43,27.86,0,5.46,22.39
15.55131,32.53211,2013,1,27,18.66,5.58,38.35,19.69,28.66,0,5.94,23.24
15.55131,32.53211,2013,1,28,16.74,4.71,38.72,21.98,29.26,0,5.59,21.15
15.55131,32.53211,2013,1,29,11.35,1.43,30.67,19.31,23.96,0,4.42,22.9
15.55131,32.53211,2013,1,30,14.09,-4.85,30.45,16.37,22.41,0,2.67,15.19
15.55131,32.53211,2013,1,31,12.17,-4.82,26.6,14.43,19.96,0,2.66,17.68
15.55131,32.53211,2013,2,1,12.83,-2.74,25.76,12.93,18.89,0,3.18,22.57
15.55131,32.53211,2013,2,2,15.27,-1.25,27.95,12.68,19.68,0,3.58,24.24
15.55131,32.53211,2013,2,3,17.46,-1.01,30.54,13.08,21.17,0,3.74,23.02
15.55131,32.53211,2013,2,4,16.31,2.32,33.73,17.41,24.18,0,4.72,24.13
15.55131,32.53211,2013,2,5,19.04,0.86,35.35,16.31,25.22,0,4.22,20.26
15.55131,32.53211,2013,2,6,17.07,0.22,35.01,17.94,25.66,0,4.07,19.09
15.55131,32.53211,2013,2,7,17.78,1.64,34.52,16.73,24.85,0,4.51,22.15
15.55131,32.53211,2013,2,8,19.92,5.42,37.69,17.76,27.09,0,5.98,25.65
15.55131,32.53211,2013,2,9,16.85,7.53,36.98,20.13,28.01,0,6.88,27.94
15.55131,32.53211,2013,2,10,16.75,5.32,35.98,19.22,26.97,0,5.92,25.56
15.55131,32.53211,2013,2,11,16.2,6.57,35.37,19.17,26.73,0,6.43,28.15
15.55131,32.53211,2013,2,12,16.73,2.65,34.82,18.08,25.95,0,5.04,23.12
15.55131,32.53211,2013,2,13,17.5,5.39,35.1,17.6,25.73,0,5.93,27.53
15.55131,32.53211,2013,2,14,19.35,2.67,36.05,16.7,25.98,0,4.89,22.42
15.55131,32.53211,2013,2,15,18.01,3.27,36.99,18.98,27.5,0,5.11,21.41
15.55131,32.53211,2013,2,16,17.07,5.75,36.2,19.13,27.28,0,6.19,26.29
15.55131,32.53211,2013,2,17,17.09,6.55,35.89,18.8,26.77,0,6.54,28.54
15.55131,32.53211,2013,2,18,17.65,2.33,35.97,18.33,26.53,0,4.87,21.6
15.55131,32.53211,2013,2,19,17.25,-3.04,34.66,17.42,25.43,0,3.17,15.05
15.55131,32.53211,2013,2,20,17.75,-0.63,34.84,17.09,25.27,0,3.97,19.03
15.55131,32.53211,2013,2,21,19.73,-6.67,35.38,15.64,24.76,0,2.3,11.35
15.55131,32.53211,2013,2,22,21.68,-8.43,36.62,14.95,25.42,0,1.91,9.09
15.55131,32.53211,2013,2,23,18.52,-7.21,37.42,18.9,27.32,0,2.15,9.14
15.55131,32.53211,2013,2,24,17.74,0.57,35.92,18.18,26.34,0,4.3,19.34
15.55131,32.53211,2013,2,25,20.27,7.14,38.78,18.5,27.99,0,6.84,27.84
15.55131,32.53211,2013,2,26,19.69,8.33,41.41,21.72,30.99,0,7.45,25.47
15.55131,32.53211,2013,2,27,18.76,-0.1,40.65,21.88,30.64,0,3.94,13.76
15.55131,32.53211,2013,2,28,17.97,1.52,39.57,21.6,29.83,0,4.45,16.29
15.55131,32.53211,2013,3,1,17.17,4.34,38.17,21,28.95,0,5.55,21.33
15.55131,32.53211,2013,3,2,17.32,5.9,38.19,20.88,29.16,0,6.1,23.21
15.55131,32.53211,2013,3,3,18.05,-2.2,38.34,20.29,28.7,0,3.47,13.58
15.55131,32.53211,2013,3,4,19.62,-1.17,38.5,18.88,28.37,0,3.8,15.17
15.55131,32.53211,2013,3,5,17.8,2.48,38.19,20.4,29.01,0,4.92,18.88
15.55131,32.53211,2013,3,6,16.62,-1.34,37.62,21,28.44,0,3.62,14.37
15.55131,32.53211,2013,3,7,19.08,1.16,36.41,17.34,26.65,0,4.44,19.58
15.55131,32.53211,2013,3,8,19.33,-2.35,37.77,18.44,27.78,0,3.31,13.65
15.55131,32.53211,2013,3,9,18.69,-5.07,38,19.3,28.33,0,2.62,10.49
15.55131,32.53211,2013,3,10,15.79,-2.52,35.04,19.25,26.52,0,3.24,14.41
15.55131,32.53211,2013,3,11,18.95,-1.64,35.74,16.79,25.82,0,3.56,16.52
15.55131,32.53211,2013,3,12,20.98,-4.58,38,17.02,27.3,0,2.76,11.71
15.55131,32.53211,2013,3,13,20.29,-6.89,39.36,19.07,29.02,0,2.21,8.5
15.55131,32.53211,2013,3,14,19.82,-4.7,41.03,21.21,30.8,0,2.75,9.52
15.55131,32.53211,2013,3,15,16.99,-1.83,41.89,24.89,32.96,0,3.52,10.77
15.55131,32.53211,2013,3,16,17.57,-0.3,42.42,24.85,33.24,0.04,3.95,11.9
15.55131,32.53211,2013,3,17,16.68,-3.77,38.74,22.06,29.48,0,2.95,11.01
15.55131,32.53211,2013,3,18,17.24,-2.47,36.08,18.84,26.63,0,3.39,14.95
15.55131,32.53211,2013,3,19,19.66,-5.34,35.98,16.32,25.74,0,2.56,11.89
15.55131,32.53211,2013,3,20,18.61,-5.82,35.82,17.21,25.91,0,2.46,11.33
15.55131,32.53211,2013,3,21,20.25,-6.67,37.22,16.97,26.66,0,2.27,10.01
15.55131,32.53211,2013,3,22,20.74,-4.77,38.62,17.89,28.14,0,2.72,10.98
15.55131,32.53211,2013,3,23,18.1,-6.68,37.43,19.33,27.64,0,2.26,9.39
15.55131,32.53211,2013,3,24,18.46,-0.91,37.13,18.67,27.62,0,3.82,15.88
15.55131,32.53211,2013,3,25,18.95,-4.67,37.24,18.28,27.49,0,2.75,11.56
15.55131,32.53211,2013,3,26,20.1,-8.51,38.01,17.91,27.47,0,1.89,7.95
15.55131,32.53211,2013,3,27,20.15,-9.61,38.34,18.19,27.73,0,1.69,6.99
15.55131,32.53211,2013,3,28,19.48,-3.86,38.29,18.81,28.46,0,3.12,12.36
15.55131,32.53211,2013,3,29,18.15,-7.49,37.71,19.56,27.88,0,2.12,8.71
15.55131,32.53211,2013,3,30,20.55,-11.21,37.32,16.77,26.74,0,1.4,6.14
15.55131,32.53211,2013,3,31,22.2,-10.86,39.49,17.29,28.25,0,1.45,5.83
15.55131,32.53211,2013,4,1,18.43,-4.2,39.68,21.25,30.75,0,2.9,10.08
15.55131,32.53211,2013,4,2,17.15,2.6,41.08,23.94,31.97,0,5.02,16.26
15.55131,32.53211,2013,4,3,18.6,1.39,40.83,22.22,31.34,0,4.58,15.39
15.55131,32.53211,2013,4,4,18.65,-4.77,40.78,22.14,30.94,0,2.68,9.22
15.55131,32.53211,2013,4,5,18.23,-5.6,39.37,21.14,29.58,0,2.51,9.35
15.55131,32.53211,2013,4,6,20.71,-6.45,37.9,17.19,27.44,0,2.39,10.06
15.55131,32.53211,2013,4,7,19.98,-6.3,38.08,18.1,27.84,0,2.38,9.77
15.55131,32.53211,2013,4,8,21.17,-9.35,39.33,18.16,28.62,0,1.73,6.81
15.55131,32.53211,2013,4,9,20.88,-9.01,39.5,18.62,28.76,0,1.79,7
15.55131,32.53211,2013,4,10,17.9,-7.63,36.94,19.03,27.4,0,2.08,8.8
15.55131,32.53211,2013,4,11,20.08,-7.93,36.42,16.34,26.3,0,2.01,9.03
15.55131,32.53211,2013,4,12,18.63,-5.01,35.93,17.3,26.54,0,2.64,11.71
15.55131,32.53211,2013,4,13,17.38,-4.5,35.76,18.38,26.82,0,2.74,12.01
15.55131,32.53211,2013,4,14,18.4,-7.16,36.71,18.31,27.36,0,2.15,9.1
15.55131,32.53211,2013,4,15,18.43,-6.45,38.21,19.78,28.82,0,2.3,8.92
15.55131,32.53211,2013,4,16,18.22,-6.94,38.65,20.42,29.49,0,2.2,8.21
15.55131,32.53211,2013,4,17,18.64,-6.68,39.1,20.46,29.87,0,2.25,8.23
15.55131,32.53211,2013,4,18,16.81,-4.49,38.36,21.55,29.93,0,2.75,10.02
15.55131,32.53211,2013,4,19,17.89,-0.91,39.8,21.9,30.81,0,3.7,12.82
15.55131,32.53211,2013,4,20,17.5,-0.64,39.86,22.36,31.18,0,3.77,12.78
15.55131,32.53211,2013,4,21,15.76,-0.77,39.13,23.37,31.12,0,3.71,12.63
15.55131,32.53211,2013,4,22,15.51,-4.8,37.66,22.15,29.47,0,2.71,10.14
15.55131,32.53211,2013,4,23,17.31,-3.08,38.39,21.08,29.58,0,3.11,11.58
15.55131,32.53211,2013,4,24,18.2,-1.08,39.45,21.24,30.37,0,3.65,12.98
15.55131,32.53211,2013,4,25,17.62,-1.45,39.45,21.83,30.67,0,3.53,12.32
15.55131,32.53211,2013,4,26,17.67,-2.16,39.49,21.82,30.7,0,3.33,11.6
15.55131,32.53211,2013,4,27,17.23,0.09,40.17,22.93,31.48,0,3.99,13.27
15.55131,32.53211,2013,4,28,17.44,-1.34,40.99,23.55,32.22,0,3.57,11.38
15.55131,32.53211,2013,4,29,17.21,0.68,41.47,24.26,32.81,0,4.15,12.81
15.55131,32.53211,2013,4,30,16.73,0.81,40.69,23.96,32.34,0,4.2,13.32
15.55131,32.53211,2013,5,1,17.1,-1.43,40.36,23.25,31.89,0,3.54,11.5
15.55131,32.53211,2013,5,2,17.47,-3.35,40.45,22.98,31.64,0,3.03,10
15.55131,32.53211,2013,5,3,18.7,-6.96,40.57,21.87,31.01,0,2.2,7.5
15.55131,32.53211,2013,5,4,19.24,-6.62,40.76,21.52,30.99,0,2.26,7.75
15.55131,32.53211,2013,5,5,20.08,-8.89,40.69,20.61,30.56,0,1.8,6.34
15.55131,32.53211,2013,5,6,19.83,-5.01,40.99,21.15,31.16,0,2.62,8.89
15.55131,32.53211,2013,5,7,18.87,-3.65,41.15,22.28,31.62,0,2.94,9.73
15.55131,32.53211,2013,5,8,19.17,-2.54,41.74,22.57,32.2,0,3.24,10.35
15.55131,32.53211,2013,5,9,18.66,-3.76,42.35,23.69,33.1,0,2.92,8.89
15.55131,32.53211,2013,5,10,16.33,-1.89,42.44,26.11,33.94,0,3.4,9.87
15.55131,32.53211,2013,5,11,17.6,3.33,42.54,24.94,34.01,0.01,5.22,15.07
15.55131,32.53211,2013,5,12,17.57,4.05,44.11,26.54,35.52,0.03,5.43,14.4
15.55131,32.53211,2013,5,13,14.92,3.89,41.79,26.87,33.99,0.09,5.42,15.7
15.55131,32.53211,2013,5,14,17.37,3.67,41.8,24.43,33.71,0.01,5.5,16.14
15.55131,32.53211,2013,5,15,11.73,2.06,41.63,29.91,34.81,0.02,4.75,13.11
15.55131,32.53211,2013,5,16,15.82,-1.45,41.54,25.72,33.23,0,3.52,10.64
15.55131,32.53211,2013,5,17,17.56,-1.4,41.41,23.85,32.59,0,3.55,11.1
15.55131,32.53211,2013,5,18,18.92,-0.79,42.93,24.01,33.56,0,3.71,10.99
15.55131,32.53211,2013,5,19,18.51,-3.62,43.4,24.89,34.14,0,2.96,8.49
15.55131,32.53211,2013,5,20,17.43,-4.01,42.14,24.71,33.59,0,2.9,8.55
15.55131,32.53211,2013,5,21,17.43,0.29,42.37,24.94,33.82,0,4.06,11.83
15.55131,32.53211,2013,5,22,16.39,0.86,41.78,25.39,33.69,0,4.24,12.45
15.55131,32.53211,2013,5,23,17.62,-0.26,43.19,25.57,34.62,0,3.86,10.78
15.55131,32.53211,2013,5,24,17.49,1.4,44.06,26.57,35.97,0.02,4.41,11.43
15.55131,32.53211,2013,5,25,12.94,8,41.51,28.57,35.03,0,7.16,19.49
15.55131,32.53211,2013,5,26,13.1,15.62,41.97,28.87,35.27,0.01,11.69,31.31
15.55131,32.53211,2013,5,27,14.03,13.9,43.06,29.04,36.02,0.07,10.79,27.74
15.55131,32.53211,2013,5,28,16,-1.97,43,27,34.66,0,3.43,9.54
15.55131,32.53211,2013,5,29,18.57,-3.86,43.22,24.64,33.83,0,2.95,8.61
15.55131,32.53211,2013,5,30,19.38,-3.55,44.87,25.49,35.23,0,3.03,8.16
15.55131,32.53211,2013,5,31,17.33,5.73,44.02,26.69,35.7,0,6.6,17.29
15.55131,32.53211,2013,6,1,15.67,10.5,43.26,27.58,35.37,0,9.02,24.04
15.55131,32.53211,2013,6,2,14.07,14.3,42.61,28.54,35.53,0,10.98,29.01
15.55131,32.53211,2013,6,3,14.89,10.13,43.19,28.3,35.74,0,8.77,22.89
15.55131,32.53211,2013,6,4,17.63,7.45,44.11,26.49,36,0,7.2,18.52
15.55131,32.53211,2013,6,5,15.03,12.93,42.8,27.76,35.95,0,10.19,26.3
15.55131,32.53211,2013,6,6,11.99,17.08,41.34,29.35,35.35,0,12.82,34.22
15.55131,32.53211,2013,6,7,13.93,12.35,43.22,29.28,36.23,0,9.91,25.24
15.55131,32.53211,2013,6,8,15.95,7.43,43.05,27.1,35.74,0,7.22,18.89
15.55131,32.53211,2013,6,9,14.96,4.47,43.64,28.67,36.29,0,5.88,14.91
15.55131,32.53211,2013,6,10,15.44,5.38,43.1,27.66,35.5,0,6.6,17.5
15.55131,32.53211,2013,6,11,14.33,7.25,41.47,27.13,34.39,0,7.44,20.98
15.55131,32.53211,2013,6,12,15.04,0.61,41.63,26.59,34.19,0,4.47,12.77
15.55131,32.53211,2013,6,13,14.5,-0.66,41.71,27.21,33.96,0,4.09,11.83
15.55131,32.53211,2013,6,14,16.91,2.5,42.01,25.09,33.81,0,5.28,15.39
15.55131,32.53211,2013,6,15,15.11,2.9,41.41,26.3,33.86,0,4.93,14.34
15.55131,32.53211,2013,6,16,14.39,2.03,40.69,26.29,33.26,0,4.59,13.81
15.55131,32.53211,2013,6,17,13.64,1.28,38.92,25.27,31.82,0,4.35,14.19
15.55131,32.53211,2013,6,18,15.76,3.2,39.13,23.37,31.45,0,5.01,16.67
15.55131,32.53211,2013,6,19,15.5,7.36,40.08,24.58,32.79,0,6.81,20.98
15.55131,32.53211,2013,6,20,11.21,15.03,38.66,27.44,33.11,0,11.24,34.04
15.55131,32.53211,2013,6,21,12.91,15.07,40.73,27.81,34.39,0,11.28,31.79
15.55131,32.53211,2013,6,22,12.6,15.58,40.01,27.41,34,0.18,11.68,33.63
15.55131,32.53211,2013,6,23,12.02,17.69,40.2,28.17,33.49,2.77,13.33,39.45
15.55131,32.53211,2013,6,24,12.67,16.83,39.64,26.98,33.49,0,12.66,37.53
15.55131,32.53211,2013,6,25,13.11,11.58,41.12,28.01,34.21,0,9.44,26.87
15.55131,32.53211,2013,6,26,17,1.02,41.79,24.78,33.42,0,4.3,12.82
15.55131,32.53211,2013,6,27,17.03,0.56,41.72,24.69,33.6,0,4.23,12.47
15.55131,32.53211,2013,6,28,16.46,0.48,42.12,25.66,34.23,0,4.25,12.09
15.55131,32.53211,2013,6,29,12.35,8.14,39.5,27.15,32.69,0,8.07,25
15.55131,32.53211,2013,6,30,15.82,1.55,41.5,25.68,33.54,0,4.51,13.36
15.55131,32.53211,2013,7,1,15.36,4.3,40.66,25.3,33.08,0,5.72,17.4
15.55131,32.53211,2013,7,2,14.95,1.86,40.81,25.86,33.15,0,4.83,14.63
15.55131,32.53211,2013,7,3,15.87,3.55,41.75,25.89,33.91,0,5.13,14.87
15.55131,32.53211,2013,7,4,15.2,6.04,40.81,25.61,33.55,0,6.35,18.77
15.55131,32.53211,2013,7,5,14.53,2.81,40.06,25.53,33.26,0,4.93,14.83
15.55131,32.53211,2013,7,6,12.17,1.39,38.83,26.67,32.71,0.01,4.39,13.63
15.55131,32.53211,2013,7,7,15.59,3.1,40.9,25.31,33.28,0,5.13,15.41
15.55131,32.53211,2013,7,8,16.3,1.53,41.67,25.36,33.76,0,4.43,12.97
15.55131,32.53211,2013,7,9,13.94,5.05,42.39,28.45,35.6,0,5.71,15.08
15.55131,32.53211,2013,7,10,12.04,6.56,42.28,30.24,35.99,0.07,6.35,16.36
15.55131,32.53211,2013,7,11,12.13,5.78,41.38,29.26,35.19,0.15,6.06,16.33
15.55131,32.53211,2013,7,12,14.06,7.13,41.14,27.08,34.03,0.44,7.07,20.34
15.55131,32.53211,2013,7,13,15.27,5.07,41.6,26.33,34.46,0,5.73,16.11
15.55131,32.53211,2013,7,14,13.51,7.26,40.67,27.16,33.98,0,6.83,19.71
15.55131,32.53211,2013,7,15,12.29,12.32,40.45,28.16,34.11,0.01,9.62,27.51
15.55131,32.53211,2013,7,16,8.4,16.1,36.31,27.9,31.89,0.08,11.99,38.87
15.55131,32.53211,2013,7,17,11.2,14.09,39.06,27.85,33.37,0.01,10.54,31.48
15.55131,32.53211,2013,7,18,13.33,11.17,40.58,27.25,33.75,0.01,9.03,26.37
15.55131,32.53211,2013,7,19,12.38,8.08,39.66,27.28,33.55,0,7.49,22.13
15.55131,32.53211,2013,7,20,13.82,5.86,41.32,27.49,34.55,0,6.12,17.11
15.55131,32.53211,2013,7,21,13.34,7.34,40.3,26.97,32.73,0,6.86,21.2
15.55131,32.53211,2013,7,22,14.29,11.1,40.23,25.94,33.46,0.33,8.75,25.9
15.55131,32.53211,2013,7,23,13.94,10.7,40.86,26.91,34.03,0.01,8.87,25.45
15.55131,32.53211,2013,7,24,13.71,12.24,41.27,27.56,34.68,0,9.76,27.07
15.55131,32.53211,2013,7,25,12.34,9.14,41.67,29.34,35.12,0,7.91,21.43
15.55131,32.53211,2013,7,26,11.9,11.6,40.05,28.14,33.88,0,9.14,26.51
15.55131,32.53211,2013,7,27,10.95,16.18,39.6,28.64,33.95,0.03,12.05,34.7
15.55131,32.53211,2013,7,28,10,18.43,36.08,26.08,30.58,0.5,13.94,48.61
15.55131,32.53211,2013,7,29,10.73,18.12,36.08,25.35,30.58,0.86,13.62,47.59
15.55131,32.53211,2013,7,30,12.55,16.92,37.75,25.21,31.75,0.08,12.61,41.25
15.55131,32.53211,2013,7,31,9.98,17.36,36.58,26.6,31.7,1.51,13,42.57
15.55131,32.53211,2013,8,1,5.22,20.4,30.01,24.79,27.54,12.55,15.66,65.16
15.55131,32.53211,2013,8,2,5.32,20.34,28.7,23.38,25.8,4.12,15.58,71.84
15.55131,32.53211,2013,8,3,7.13,20,30.37,23.24,26.15,8.33,15.28,68.98
